CITY,CUS_CUST_ID_BUY,GENDER,RANGO_EDAD,TARJETAS,ESTADO
san isidro,57444544,female,06.Entre 41 y 55 años,Account Money,buenos aires
caba,72157509,female,04.Entre 31 y 35 años,Credit Card,buenos aires
presidente roque saenz peña,237217293,female,02.Entre 18 y 25 años,Credit Card,chaco
ezeiza,44575762,male,04.Entre 31 y 35 años,Credit Card,buenos aires
almagro,278121467,male,02.Entre 18 y 25 años,Account Money,buenos aires
moron,131774875,male,05.Entre 36 y 40 años,Credit Card,buenos aires
san juan,375212077,male,06.Entre 41 y 55 años,Credit Card,san juan
banfiel loms de zamora,381188118,Unknown,00. Sin Dato,Account Money,capital federal
san vicente,195103375,female,02.Entre 18 y 25 años,Debit Card,buenos aires
laguna larga,429859893,male,00. Sin Dato,Credit Card,cordoba
san miguel,388874961,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san miguel,380884974,female,06.Entre 41 y 55 años,Account Money,buenos aires
posadas,233752783,female,04.Entre 31 y 35 años,Account Money,misiones
san miguel,215197162,male,04.Entre 31 y 35 años,Debit Card,buenos aires
vera,214414726,male,05.Entre 36 y 40 años,Credit Card,capital federal
once,57721308,male,04.Entre 31 y 35 años,Credit Card,capital federal
recoleta,244534849,male,00. Sin Dato,Account Money,capital federal
nelson,63326594,female,04.Entre 31 y 35 años,Credit Card,santa fe
avellaneda,248649903,male,03.Entre 26 y 30 años,Credit Card,buenos aires
claypole,49078996,female,05.Entre 36 y 40 años,Credit Card,buenos aires
iriondo,254356000,female,04.Entre 31 y 35 años,Account Money,santa fe
,171997870,male,03.Entre 26 y 30 años,Credit Card,neuquen
capital federal,166282315,female,03.Entre 26 y 30 años,Credit Card,capital federal
concordia,238679801,female,05.Entre 36 y 40 años,Ticket,entre rios
caba,25686455,male,06.Entre 41 y 55 años,Credit Card,capital federal
capital federal,265033237,male,03.Entre 26 y 30 años,Credit Card,capital federal
balvanera,332711798,male,04.Entre 31 y 35 años,Account Money,capital federal
,156871618,male,03.Entre 26 y 30 años,Credit Card,chaco
choele choel,140069438,Unknown,02.Entre 18 y 25 años,Debit Card,rio negro
balvanera,194418125,Unknown,06.Entre 41 y 55 años,Account Money,capital federal
parque chacabuco,281446251,male,02.Entre 18 y 25 años,Account Money,buenos aires
flores,47979790,female,02.Entre 18 y 25 años,Credit Card,capital federal
miramar,439455218,female,02.Entre 18 y 25 años,Ticket,buenos aires
ituzaingo,23328087,female,06.Entre 41 y 55 años,Debit Card,rio negro
san fernando del valle de catamarca,152576163,female,06.Entre 41 y 55 años,Ticket,catamarca
quilmes,133269857,female,03.Entre 26 y 30 años,Debit Card,buenos aires
,104487,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san luis,191285481,male,03.Entre 26 y 30 años,Account Money,san luis
almagro,204151540,male,00. Sin Dato,Account Money,capital federal
cpital federal,99355369,female,03.Entre 26 y 30 años,Credit Card,capital federal
la plata,261265270,female,06.Entre 41 y 55 años,Account Money,buenos aires
san miguel de tucuman,187727937,Unknown,02.Entre 18 y 25 años,Credit Card,tucuman
comodoro rivadavia,236856778,male,07.Entre 56 y 65 años,Ticket,chubut
villa mercedes (san luis),261257442,male,06.Entre 41 y 55 años,Account Money,san luis
san miguel,109793904,female,03.Entre 26 y 30 años,Credit Card,buenos aires
bragado,7612530,male,06.Entre 41 y 55 años,Account Money,buenos aires
rio gallegos,169986103,female,06.Entre 41 y 55 años,Credit Card,santa cruz
neuquen,118656642,female,03.Entre 26 y 30 años,Debit Card,neuquen
santa fe,221744970,male,03.Entre 26 y 30 años,Account Money,santa fe
ayacucho,287907397,female,02.Entre 18 y 25 años,Ticket,buenos aires
hurlingham,220081764,male,02.Entre 18 y 25 años,Debit Card,buenos aires
pico truncado,178993730,female,04.Entre 31 y 35 años,Credit Card,santa cruz
pilar,235395679,male,02.Entre 18 y 25 años,Debit Card,buenos aires
resistencia,211039486,male,03.Entre 26 y 30 años,Account Money,chaco
bahia blanca,179600222,female,05.Entre 36 y 40 años,Account Money,buenos aires
,22600659,male,03.Entre 26 y 30 años,Debit Card,mendoza
san vicente,164175356,female,06.Entre 41 y 55 años,Credit Card,buenos aires
san martin,208208133,Unknown,07.Entre 56 y 65 años,Account Money,buenos aires
capital federal,325164096,female,06.Entre 41 y 55 años,Credit Card,capital federal
ciudadela,59327702,male,06.Entre 41 y 55 años,Credit Card,buenos aires
"villa dominico, avellaneda",151776345,male,02.Entre 18 y 25 años,Credit Card,capital federal
saavedra,131429517,female,03.Entre 26 y 30 años,Credit Card,capital federal
buenos aires,232230563,female,02.Entre 18 y 25 años,Credit Card,capital federal
rosario,175427647,female,06.Entre 41 y 55 años,Debit Card,entre rios
moreno,266723624,male,05.Entre 36 y 40 años,Account Money,buenos aires
cordoba,132246606,male,00. Sin Dato,Account Money,cordoba
,97441757,male,04.Entre 31 y 35 años,Credit Card,capital federal
pergamino,238346334,male,02.Entre 18 y 25 años,Account Money,buenos aires
la plata,234146280,male,03.Entre 26 y 30 años,Credit Card,buenos aires
capilla del monte,15567542,male,03.Entre 26 y 30 años,Account Money,cordoba
capital federal,28321638,male,02.Entre 18 y 25 años,Credit Card,capital federal
jose c. paz,265446760,female,02.Entre 18 y 25 años,Account Money,buenos aires
capital federal,113722698,female,06.Entre 41 y 55 años,Credit Card,capital federal
caba,58072509,female,06.Entre 41 y 55 años,Credit Card,capital federal
vicente lopez,135087749,male,07.Entre 56 y 65 años,Credit Card,buenos aires
"cordoba,capital",85738106,male,02.Entre 18 y 25 años,Credit Card,cordoba
san justo,241402653,female,02.Entre 18 y 25 años,Credit Card,buenos aires
moreno,215969467,male,02.Entre 18 y 25 años,Debit Card,buenos aires
la tablada,431396959,female,06.Entre 41 y 55 años,Account Money,buenos aires
corrientes,74565555,female,06.Entre 41 y 55 años,Credit Card,corrientes
barrio general san martin-ituzaingo corrientes,60111099,male,04.Entre 31 y 35 años,Credit Card,corrientes
la tablada,133819962,female,02.Entre 18 y 25 años,Account Money,buenos aires
marcos paz,166862972,female,02.Entre 18 y 25 años,Debit Card,buenos aires
comodoro rivadavia,220138288,male,04.Entre 31 y 35 años,Credit Card,chubut
,35736085,female,04.Entre 31 y 35 años,Debit Card,buenos aires
pilar,274418152,male,02.Entre 18 y 25 años,Debit Card,buenos aires
san telmo,246440643,Unknown,00. Sin Dato,Debit Card,capital federal
mataderos,208747360,female,00. Sin Dato,Credit Card,buenos aires
ciudadela,98156312,female,05.Entre 36 y 40 años,Credit Card,buenos aires
caba,26942671,male,06.Entre 41 y 55 años,Credit Card,capital federal
,45755251,male,06.Entre 41 y 55 años,Account Money,buenos aires
san isidro,164323808,female,06.Entre 41 y 55 años,Credit Card,buenos aires
formosa,123917558,female,05.Entre 36 y 40 años,Account Money,santa fe
palermo,324246841,male,04.Entre 31 y 35 años,Credit Card,capital federal
caba,134773511,female,04.Entre 31 y 35 años,Credit Card,buenos aires
gualeguaychu,79511514,male,02.Entre 18 y 25 años,Ticket,entre rios
spegazzini,327404577,male,02.Entre 18 y 25 años,Credit Card,capital federal
villa centenario,132286782,female,03.Entre 26 y 30 años,Debit Card,buenos aires
grand bourg,207565863,male,02.Entre 18 y 25 años,Debit Card,buenos aires
palermo,75858784,male,04.Entre 31 y 35 años,Bank Transfer,capital federal
caba,245669968,female,00. Sin Dato,Account Money,capital federal
boulogne,16035559,male,05.Entre 36 y 40 años,Credit Card,capital federal
ciudad autonoma de buenos aires,39491240,Unknown,07.Entre 56 y 65 años,Credit Card,capital federal
florencio varela,142142423,male,05.Entre 36 y 40 años,Credit Card,buenos aires
paso del rey,151647471,female,07.Entre 56 y 65 años,Debit Card,buenos aires
rosario,101092788,Unknown,05.Entre 36 y 40 años,Credit Card,santa fe
belgrano,215951809,male,06.Entre 41 y 55 años,Credit Card,capital federal
florencio varela,108293367,male,06.Entre 41 y 55 años,Credit Card,buenos aires
banfield,54797464,male,06.Entre 41 y 55 años,Credit Card,buenos aires
capital federal,214259618,female,07.Entre 56 y 65 años,Credit Card,capital federal
caba,50632044,female,03.Entre 26 y 30 años,Credit Card,capital federal
buenos aires,282104909,female,02.Entre 18 y 25 años,Debit Card,buenos aires
rivera,163463777,female,05.Entre 36 y 40 años,Debit Card,buenos aires
,60735657,male,05.Entre 36 y 40 años,Debit Card,capital federal
buenos aires,321241498,male,02.Entre 18 y 25 años,Credit Card,capital federal
,82095353,male,05.Entre 36 y 40 años,Credit Card,entre rios
mercedes,317911782,Unknown,00. Sin Dato,Credit Card,buenos aires
san isidro,294376880,male,02.Entre 18 y 25 años,Debit Card,capital federal
san isidro,227114841,male,02.Entre 18 y 25 años,Ticket,buenos aires
zarate,108094768,female,04.Entre 31 y 35 años,Debit Card,buenos aires
merlo,186194810,female,05.Entre 36 y 40 años,Credit Card,buenos aires
quilmes oeste,20890450,female,05.Entre 36 y 40 años,Credit Card,buenos aires
san antonio oeste,414316957,male,00. Sin Dato,Account Money,rio negro
haedo,196195304,female,02.Entre 18 y 25 años,Debit Card,buenos aires
oncativo,188677065,female,02.Entre 18 y 25 años,Ticket,cordoba
ramos mejia,221879049,male,07.Entre 56 y 65 años,Debit Card,buenos aires
villa devoto,84644839,female,05.Entre 36 y 40 años,Credit Card,capital federal
comandante fontana,85897488,female,05.Entre 36 y 40 años,Account Money,formosa
recoleta,171634419,male,05.Entre 36 y 40 años,Account Money,capital federal
san miguel,222660099,female,03.Entre 26 y 30 años,Account Money,buenos aires
formosa,203919055,female,06.Entre 41 y 55 años,Credit Card,formosa
,149885527,female,06.Entre 41 y 55 años,Debit Card,capital federal
puerto iguazu,42616491,female,04.Entre 31 y 35 años,Account Money,misiones
la plata,203197646,male,00. Sin Dato,Credit Card,buenos aires
san andres de giles,343583594,male,06.Entre 41 y 55 años,Account Money,buenos aires
san vicente,153855120,male,02.Entre 18 y 25 años,Account Money,misiones
capital federal,104207406,female,07.Entre 56 y 65 años,Debit Card,capital federal
villa real,26257036,male,07.Entre 56 y 65 años,Credit Card,capital federal
del viso,292690508,Unknown,00. Sin Dato,Credit Card,buenos aires
lomas de zamora,181777127,female,06.Entre 41 y 55 años,Debit Card,buenos aires
bueno aires,35515306,male,06.Entre 41 y 55 años,Credit Card,capital federal
laferrere,146766482,female,00. Sin Dato,Credit Card,buenos aires
ezpeleta este,256778127,male,07.Entre 56 y 65 años,Credit Card,buenos aires
glew,173593656,male,04.Entre 31 y 35 años,Debit Card,buenos aires
darregueira,215855145,male,02.Entre 18 y 25 años,Ticket,buenos aires
vicente lopez,53385303,Unknown,06.Entre 41 y 55 años,Credit Card,buenos aires
caba,92103734,female,05.Entre 36 y 40 años,Credit Card,capital federal
puerto iguazu,241978357,female,03.Entre 26 y 30 años,Account Money,misiones
mar del plata,249632574,male,00. Sin Dato,Debit Card,buenos aires
san carlos de bolivar,40183058,Unknown,03.Entre 26 y 30 años,Ticket,buenos aires
neuquen,217544257,female,05.Entre 36 y 40 años,Account Money,neuquen
capital federal,170482445,male,04.Entre 31 y 35 años,Debit Card,capital federal
parque patricios,92870878,female,05.Entre 36 y 40 años,Debit Card,capital federal
,163495385,female,04.Entre 31 y 35 años,Debit Card,tucuman
carapachay,164177476,female,06.Entre 41 y 55 años,Account Money,capital federal
mendoza,340333915,female,07.Entre 56 y 65 años,Credit Card,mendoza
,83605232,female,05.Entre 36 y 40 años,Account Money,buenos aires
belgrano,143270686,female,03.Entre 26 y 30 años,Debit Card,capital federal
la plata,224180458,female,02.Entre 18 y 25 años,Debit Card,buenos aires
escobar,251331851,Unknown,04.Entre 31 y 35 años,Debit Card,buenos aires
san nicolas,277083769,female,00. Sin Dato,Debit Card,buenos aires
mar del plata,439097845,female,02.Entre 18 y 25 años,Account Money,capital federal
pomona barrio nuevo,317464525,male,05.Entre 36 y 40 años,Credit Card,rio negro
lomas de zamora,28842490,male,06.Entre 41 y 55 años,Debit Card,gran buenos aires
campana,17457777,male,04.Entre 31 y 35 años,Credit Card,buenos aires
flores,163244279,female,08.Mayor de 65 años,Credit Card,capital federal
llavallol,350122920,male,05.Entre 36 y 40 años,Account Money,buenos aires
mariano acosta,396912683,female,02.Entre 18 y 25 años,Debit Card,buenos aires
rafael castillo,164478605,male,03.Entre 26 y 30 años,Debit Card,capital federal
pergamino,274451268,male,03.Entre 26 y 30 años,Debit Card,buenos aires
tapiales,166343714,male,00. Sin Dato,Debit Card,buenos aires
grand bourgolivos,182430628,male,03.Entre 26 y 30 años,Debit Card,buenos aires
villa leon,72633295,male,07.Entre 56 y 65 años,Credit Card,capital federal
don torcuato,2874525,female,06.Entre 41 y 55 años,Debit Card,buenos aires
eldorado,400887344,male,04.Entre 31 y 35 años,Account Money,misiones
quilmes,418539126,male,07.Entre 56 y 65 años,Debit Card,buenos aires
yerba buena,235493292,male,02.Entre 18 y 25 años,Account Money,tucuman
san rafael,320002099,Unknown,08.Mayor de 65 años,Credit Card,mendoza
,156843499,male,06.Entre 41 y 55 años,Debit Card,buenos aires
san miguel,280689406,Unknown,07.Entre 56 y 65 años,Credit Card,capital federal
lomas de zamora,47709373,female,06.Entre 41 y 55 años,Credit Card,buenos aires
balvanera/once,76549811,female,00. Sin Dato,Credit Card,capital federal
punta alta,227898524,male,06.Entre 41 y 55 años,Account Money,buenos aires
olivos,114807895,male,06.Entre 41 y 55 años,Credit Card,capital federal
rosario,196676705,male,06.Entre 41 y 55 años,Debit Card,santa fe
maipu,193570656,male,02.Entre 18 y 25 años,Credit Card,mendoza
caba,241183824,male,02.Entre 18 y 25 años,Credit Card,capital federal
resistencia,440562721,female,05.Entre 36 y 40 años,Credit Card,chaco
resistencia,37787757,male,06.Entre 41 y 55 años,Debit Card,chaco
,39955951,male,06.Entre 41 y 55 años,Credit Card,buenos aires
,23445112,female,06.Entre 41 y 55 años,Credit Card,buenos aires
la boca,400709583,female,03.Entre 26 y 30 años,Credit Card,capital federal
,76094560,male,06.Entre 41 y 55 años,Account Money,capital federal
capitan sarmiento,412380806,female,06.Entre 41 y 55 años,Debit Card,buenos aires
ituzaingo,128717927,male,05.Entre 36 y 40 años,Account Money,buenos aires
san salvador de jujuy,175208929,female,03.Entre 26 y 30 años,Account Money,jujuy
lomas del mirador,95684924,female,04.Entre 31 y 35 años,Credit Card,buenos aires
don torcuato,173504767,male,05.Entre 36 y 40 años,Credit Card,buenos aires
mar del plata,94333510,female,05.Entre 36 y 40 años,Ticket,misiones
castelar,38477371,male,00. Sin Dato,Credit Card,buenos aires
san justo,23708351,female,03.Entre 26 y 30 años,Debit Card,capital federal
barracas caba,30323495,female,06.Entre 41 y 55 años,Debit Card,capital federal
buenos aires,240539726,female,02.Entre 18 y 25 años,Debit Card,buenos aires
villaguay,316628888,female,03.Entre 26 y 30 años,Credit Card,entre rios
villa urquiza,32330614,male,04.Entre 31 y 35 años,Credit Card,capital federal
villa nueva - guaymallen,257844631,female,02.Entre 18 y 25 años,Credit Card,mendoza
merlo,80055982,male,05.Entre 36 y 40 años,Credit Card,buenos aires
munro,254414865,female,03.Entre 26 y 30 años,Credit Card,buenos aires
barrio 9 de julio. san juan,288303609,female,02.Entre 18 y 25 años,Debit Card,san juan
la paz,20281239,female,03.Entre 26 y 30 años,Debit Card,capital federal
del viso,59461079,male,06.Entre 41 y 55 años,Credit Card,buenos aires
pila,173323891,Unknown,04.Entre 31 y 35 años,Debit Card,buenos aires
quilmes,64136463,male,06.Entre 41 y 55 años,Credit Card,buenos aires
capital federal,109143358,male,05.Entre 36 y 40 años,Credit Card,capital federal
capital federal,121187040,female,07.Entre 56 y 65 años,Credit Card,capital federal
plaza de mayo,3693200,female,05.Entre 36 y 40 años,Credit Card,capital federal
villa crespo,193590034,female,03.Entre 26 y 30 años,Credit Card,capital federal
luis guillon,176359929,Unknown,06.Entre 41 y 55 años,Credit Card,buenos aires
san pedro,322421965,female,05.Entre 36 y 40 años,Account Money,misiones
tigre,156313000,female,06.Entre 41 y 55 años,Credit Card,buenos aires
capital federal,48100977,female,06.Entre 41 y 55 años,Credit Card,gran buenos aires
caba,104807807,female,06.Entre 41 y 55 años,Credit Card,capital federal
martinez,21791732,female,06.Entre 41 y 55 años,Credit Card,buenos aires
santa fe capital,225568599,female,03.Entre 26 y 30 años,Credit Card,santa fe
banfield,90210283,female,05.Entre 36 y 40 años,Credit Card,buenos aires
